174583	1	72	0	ceska republika, cz - ustecky kraj	2012-05-24 14:19:00.0	2011-07-06 00:00:00.0	21	169 cm, 75 kg, silna	ne pracujem	nemecky	kino, divadlo, sex, priatelia, party, jedlo, tancovanie, pc hry, prace okolo domu	v prirode, pri svieckach s partnerom, v posteli, pri telke	macka, zajac, pes, papagaj	tak trosku pri sebe	vyborny	hnede	blond	kratke	zakladne	cervena, hneda, cierna, biela	nefajcim	uz nepijem	baran	udrzujem vztahy s priatelmi	v laske som sa sklamal(a), preto som velmi opatrny(a)	nedokazem mat s niekym sex bez lasky	laskou mojho zivota	slobodny(a)	nemam	nemam zadny	horory, romanticke, muzikaly, dokumentarne, komedie, serialy, akcne, rodinne, fantasy	u priatela, priatelky	disko, trance, rock	v aute, s partnerom	pc hry	slovenskej, cinskej, morske zivocichy	null	ja na koncerty nechodim	zadni	null	kuchar	rozpravky	null	<div> <a title="vstup do klubu" href="/klub/tak-to-je-romsky-styl">tak to je romsky styl</a> &bull;  <a title="vstup do klubu" href="/klub/jedine-gipsy-culi">jedine  gipsy culy</a> &bull;  <a title="vstup do klubu" href="/klub/pesnicky-krasne-aj-smutne-ktore-vam-apreniknu-do-srdiecka">pesnicky krasne aj smutne ktore vam apreniknu do srdiecka.</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/vsetky-cigane-sem">vsetky cigane sem</a> </div>	
1445227	0	12	0	kosicky kraj, kosice - sidlisko tahanovce	2011-06-20 20:25:00.0	2011-06-20 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
906298	1	59	0	presovsky kraj, bardejov	2012-04-15 15:57:00.0	2008-11-20 00:00:00.0	16	165 cm, 56 kg	studujem	anglicky, slovensky	sportovanie, turistika, pc hry, surfovanie po webe, pocuvanie hudby, kupalisko, party, priatelia, stanovanie	pri telke, v dobrej restauracii	macka	priemerna	vyborny	hnede	hnede	po plecia	zakladne	zelena	nefajcim	pijem prilezitostne	panna	dobreho priatela, priatelku, niekoho na chatovanie	null	null	mojou chybajucou polovickou, a nie len to ale este viac	null	null	null	komedie, zahadne, mysteriozne	v kine, doma z gauca	hitparadovky, folklor a ludovky, je toho viac	na posteli, na diskoteke, pri chodzi	pozerat dobry film v tv, surfovat na sieti a chatovat	slovenskej	null	null	basketbal, korculovanie, plavanie, tenis	null	zakladna skola	knihy nemam rada a ani ich necitam	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1435063	1	12	0	kosicky kraj, michalovce	2011-06-20 12:45:00.0	2011-06-20 00:00:00.0	11	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
891404	1	47	0	banskobystricky kraj, banska bystrica	2012-01-26 20:26:00.0	2009-12-25 00:00:00.0	15	165 cm	null	anglicky	pozeranie filmov, nakupovanie, kino	v dobrej restauracii	nemam ziadne	null	vyborny	zelene	hnede	po plecia	null	biela	nefajcim	abstinent	strelec	null	null	null	null	null	null	null	komedie, serialy, romanticke	doma z gauca, v kine	hitparadovky	kedykolvek a kdekolvek	null	greckej	null	null	lyzovanie, plavanie, korculovanie	null	null	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
141801	1	67	0	zilinsky kraj, namestovo	2011-11-26 11:42:00.0	2008-06-07 00:00:00.0	0	null	studujem	null	sportovanie, turistika, malovanie, tancovanie, party, priatelia, spanie, divadlo, nakupovanie, chodenie do muzei	pri telke, v prirode	pes, papagaj	priemerna	vyborny	hnede	hnede	rovne, a dlhe	null	vsetky farby su peknee :d	nefajcim fuuuj je to skaredee ked niekto fajci :d	null	null	nejakeho partaka/ partacku na pokecanie :d	oo , tak to este neviem ,......... ale  v laske vidim zmysel zivota	null	mojou chybajucou polovickou ,  byt mi oporou v tazkych chvilach	null	urcite deticky chcem mat :d	v buducnosti chcem mat deti, deti to je to najkrajsie v zivote co moze byt	komedie, romanticke, muzikaly, rodinne	v kine, doma z gauca	vseeko , co s ada pocuvat :d	null	null	slovenskej, talianskej	<div> <a title="vstup do klubu" href="/klub/ak-si-moj-priatel-dostanes-pozvanku">♥ak si moj priatel dostanes pozvanku =)</a> &bull;  <a title="vstup do klubu" href="/klub/keby-nas-niekto-spolu-videl-zavrel-by-nas-do-ustavu">keby nas niekto spolu videl zavrel by nas do ustavu :)</a> &bull;  <a title="vstup do klubu" href="/klub/sweet-boys">♥ sweet boys ♥</a> &bull;  <a title="vstup do klubu" href="/klub/milujem-adrenalin-d">milujem adrenalin :-d</a> &bull;  <a title="vstup do klubu" href="/klub/nisom-dokonala-ale-vynimocna">nisom dokonala ale vynimocna</a> </div>	null	behanie, hadzana, kolieskove korcule, lyzovanie, plavanie	hadzana, horolezectvo, kolieskove korcule, korculovanie, lyzovanie, plavanie	null	null	<div> <a title="vstup do klubu" href="/klub/milujem-ten-pocit-ked-mam-sluchadla-v-usiach-a-nevnimam-okolity-svet">milujem ten pocit, ked mam sluchadla v usiach...a nevnimam okolity svet :-))</a> &bull;  <a title="vstup do klubu" href="/klub/nie-je-dolezite-to-co-si-dokazal-v-skole-ale-to-co-dokazes-v-zivote">nie je dolezite to,co si dokazal v skole,ale to,co dokazes v zivote</a> &bull;  <a title="vstup do klubu" href="/klub/tahaky-ta-istia-d">tahaky ta istia :d</a> </div>	<div> <a title="vstup do klubu" href="/klub/michal-seps-supeer">....michal seps...sup&shy;eer</a> </div>	null	null	<div> <a title="vstup do klubu" href="/klub/milujem-mojich-kamaratov-z-velkym-k">milujem mojich kamaratov svelkym k</a> &bull;  <a title="vstup do klubu" href="/klub/maaam-najlepsiiiiich-kamaratov-na-svete-a-som-na-nich-hrdy-a-d">maaam najlepsiii&shy;iich kamaratov na svete a som na nich hrdy/a .:d</a> &bull;  <a title="vstup do klubu" href="/klub/priatel-je-clovek-ktoremu-ked-povies-niekoho-som-zabil-odpovie-kam-ho-zakopeme-1">..priatel je clovek, ktoremu ked povies: &quot;niekoho som zabil,&quot; odpovie, &quot;kam ho zakopeme?&quot;&shy;....</a> &bull;  <a title="vstup do klubu" href="/klub/miluujem-svojich-drahuskov-dd">miluujem svojich drahuskov.&shy;..:-*...:d&shy;d</a> &bull;  <a title="vstup do klubu" href="/klub/free-but-inlove">free but inlove ♥♥♥</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/sme-proti-zabijaniu-smolkov-do-smolkovej-zmrzliny">sme proti zabijaniu smolkov do smolkovej zmrzliny!</a> &bull;  <a title="vstup do klubu" href="/klub/cely-pokec-napchame-do-tohto-klubu">cely pokec napchame do tohto klubu!</a> </div>	<div> <a title="vstup do klubu" href="/klub/vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani">vsetkyy baby sem !!!(budeme mat vjac clenov ako chalani?)</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/deviataci-seem-poslednyy-rok-na-zaakladke-a-potom-zbohom-dd">deviataci seem! :)).. poslednyy rok na zaakladke a potom zbohom! :dd</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/pomoc-chorym-detom">pomoc chorym detom...</a> </div>	<div> <a title="vstup do klubu" href="/klub/ja-som-mala-vianocka-ruzove-mam-licka-d-d">ja som mala vianocka..&shy;.ruzove mam licka :d :d</a> </div>	<div> <a title="vstup do klubu" href="/klub/milujemeee-piatky">♥milujemee&shy;e (: piatky :)♥</a> &bull;  <a title="vstup do klubu" href="/klub/v-i-p-ludkovia-seeeeeeeeeeeeeeeemmm">v.i.p ludkovia seeeeeeeee&shy;eeeeeeemmm</a> &bull;  <a title="vstup do klubu" href="/klub/sisnuty-pridajte-sa-sem-dddd">sisnuty pridajte sa sem..:dddd</a> </div>	
801723	0	57	0	trnavsky kraj, trnava	2012-05-25 21:26:00.0	2006-01-30 00:00:00.0	25	null	logistiky	anglicky	spanie, nakupovanie, priatelia, sex	z taniera :)	null	null	null	hnede	zalezi od nalady :)	dlhe, tmavohnede	stredoskolske	cervena, cierna, fialova, zlta, modra, zelena	nefajcim	pijem prilezitostne	vodnar	mozno prave teba :-)	v laske som sa sklamal(a), preto som velmi opatrny(a)	to skutocne zalezi len na okolnostiach	null	single	chcela by som 2 :-)	v buducnosti chcem mat deti, zboznujem ich :-)	vsetky pozeratelne	hocikde	disko, hitparadovky, oldies	v aute, na posteli	s kamaratmi do baru	mojej maminky :))	null	nechodim, bojim sa rozvasneneho davu :)	null	null	null	moc toho kvoli casu nenacitam	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1325893	1	12	1	ceska republika, cz - praha	2012-02-21 14:22:00.0	2011-08-17 00:00:00.0	29	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
535497	0	12	0	nitriansky kraj, nitra	2012-05-24 09:50:00.0	2006-10-24 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
202471	1	66	1	banskobystricky kraj, brezno	2012-01-08 17:29:00.0	2011-09-18 00:00:00.0	30	165 cm, 85 kg	som nezamestnany	null	surfovanie po webe	v dobrej restauracii	nemam ziadne	tak trosku pri sebe	vyborny	modre	hnede	kratke	stredoskolske	cervena	nefajcim	pijem prilezitostne	baran	niekoho na chatovanie	null	sex mozem mat iba s niekym, koho dobre poznam	null	slobodny(a)	nemam	dobry	komedie	v kine	disko	pri chodzi	s kamaratmi do baru	slovenskej	null	ja na koncerty nechodim	byciklovanie	golf, hokej	kuchar	o vareni	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
280357	1	71	0	trnavsky kraj, sered	2012-03-16 00:43:00.0	2012-03-07 00:00:00.0	21	175 cm, 54 kg, kraaasna	ekonomiky a financii	anglicky, nemecky, taliansky	nakupovanie, party, sex	v prirode, v kuchyni pri stole	macka	priemerna	vyborny	modre	blond	dlhe	vysokoskolske	fialova, biela, oranzova, ruzova, hneda, cervena, modra, cierna	nefajcim	abstinent	vahy	niekoho na chatovanie	v laske som sa sklamal(a), preto som velmi opatrny(a)	dokazem mat sex s kymkolvek, kto dobre vyzera	hlavne dobry milenec	slobodny(a)	v buducnosti chcem mat	mnamky	vojnove, fantasy, serialy, komedie, akcne	v kine, doma z gauca	rap, disko	pri sexe, na posteli, v aute	pocuvat dobru hudbu, s kamaratmi do baru, zhasnut svetla a meditovat	japonskej, greckej, slovenskej, francuzskej, cinskej, morske zivocichy	null	zriedkavo	tenis, lyzovanie	futbal	sekretarka	cestopisy, odbornu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
110991	1	21	1	zilinsky kraj, turzovka	2011-09-26 19:51:00.0	2010-11-17 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/chalan-ktory-udrie-dievca-je-chudak">chalan, ktory udrie dievca, je chudak !!!!!!!!!!</a> </div>	<div> <a title="vstup do klubu" href="/klub/prid-sa-zabavit-do-klubu-kde-bude-aj-justin-bieber">prid sa zabavit do klubu kde bude aj justin bieber</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/neznasam-fake-pipky-debilita-pokecu">neznasam fake pipky!debi&shy;lita pokecu</a> </div>	<div> <a title="vstup do klubu" href="/klub/kto-je-taki-ze-sa-nevie-rozhodnut-a-ked-sa-rozhodne-tak-jeto-zle-d">kto je taki ze sa nevie rozhodnut a ked sa rozhodne tak jeto zle :d</a> </div>	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/ahoj-sem-kentan-a-sem-z-montarzi-d">ahoj , sem kentan a sem z montarzi :d</a> </div>	null	null	null	null	
261753	1	71	1	banskobystricky kraj, velky krtis	2012-05-24 15:38:00.0	2009-03-21 00:00:00.0	27	181 cm, 80 kg, nestazujem sa	skolstva som pracoval,uz tam nerobim,chvala bohu	nemecky, madarsky,slovensky	sportovanie, tancovanie, diskoteky, varenie, party, priatelia	ked som hladny	mam psa, a aj americke prasiatko,malilinke tucnucke,treba vidiet	priemerna	vyborny,az do piatku	modre ako obloha	cierne	kratke	stredoskolske s maturitou	biela, modra, zelena	fajcim pravidelne,viem,mal by som uz prestat	pijem prilezitostne,hm-no comment-hm	baran	udrzujem vztahy s priatelmi	v laske vidim zmysel zivota	tak viete ako to chodi	laskou mojho zivota	single	bohvie kolko ich uz lieta po slovensku	v buducnosti chcem mat deti, zboznujem deticky	akcne, horory, komedie, vojnove, eroticke	nemam telku...he he he	disko, pop, oldies, sladaky, folklor a ludovky	dokonca ani vezu nemam...he he he	nieco dobre uvarit, no varit zboznujem........	slovenskej,, madarskej, talianskej	null	veru ze chodim	futbal,ale uz nemozem	futbal, hokej	ninja	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1523101	0	26	0	zahranicie, zahranicie - gb	2012-05-22 18:47:00.0	2011-06-29 00:00:00.0	17	163 cm, 52 kg	null	null	null	null	null	null	null	null	null	kucerave	null	null	null	null	null	:-) nic :)	null	null	null	null	null	null	null	null	rap ;)	pri sexe, v aute, na diskoteke, na dobru noc	s kamaratmi do baru, pri svieckach s partnerom	slovenskej	null	null	null	null	animus :)	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
903620	1	62	1	trnavsky kraj, sered	2012-05-24 20:59:00.0	2008-12-28 00:00:00.0	0	180 cm, 60 kg	stavebnictva	null	spanie, sex	z partnerovho bruska	pes, rybky	vysportovana	vyborny	hnede	hnede	na jezka	ucnovske, stolar	cierna	fajcim prilezitostne	abstinent	rak	sexualneho partnera	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	laskou mojho zivota	mam vazny vztah	null	null	akcne, horory, eroticke	v kine	hitparadovky, house, techno, rap, metal	pri sexe	pri svieckach s partnerom	slovenskej	null	null	posilnovanie	null	zivnostnik	nie	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
535166	0	41	0	kosicky kraj, spisska nova ves	2011-07-15 21:50:00.0	2010-06-03 00:00:00.0	0	sexi	sexi	sexi	zit dobrym zivotnym stilom a uzivat si len to krasne ..cmuqqq	null	null	sexi	sexi	sexi	sexi	sexi	sexi	sexi	sexi	sexi	sexi	co je laska??? je to aj  sklamanie,,aj bolest,,aj zrada,,aj utrpenie,,ale hlavne ze je nadherna,,krasna,vynimocna,,jedinecna,,a uzastna,,cmuqqqqq	null	null	null	null	null	null	null	null	mam rada  hudbu taku,ked ju pocuvam ,tak ma bere zo sebou...cmuqqqqq	null	null	null	null	null	null	null	sexi	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1149581	1	33	0	bratislavsky kraj, bratislava - podunaj. biskupice	2012-05-12 10:49:00.0	2008-04-15 00:00:00.0	22	165 cm, 45 kg, taka akurat stihla	null	nemecky	null	null	null	chuda	hnedooka	hneda	cierna	rovne	stredoskolske	biela, cierna, modra, c	fajcim...	prilezitostne	blizenec..	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
770144	0	12	0	trnavsky kraj, trnava	2012-05-25 22:41:00.0	2009-07-17 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1546069	0	14	1	bratislavsky kraj, bratislava - okolie	2012-05-23 12:39:00.0	2008-01-03 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/poctivo-pracujuci-atiacik-a-ti-ktori-sa-iba-tvaria-ze-pracuju">poctivo pracujuci atiacik a ti, ktori sa iba tvaria ze pracuju.</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1313686	1	12	1	kosicky kraj, kosice - okolie	2012-05-13 20:04:00.0	2011-12-29 00:00:00.0	15	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
135401	0	12	1	kosicky kraj, kosice - ostatne	2012-05-17 15:20:00.0	2005-06-22 00:00:00.0	25	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1477432	1	67	0	presovsky kraj, snina	2012-05-20 12:09:00.0	2012-05-19 00:00:00.0	12	175 cm, 45 kg	som nezamestnany	anglicky, rusky	pc hry, party	v kuchyni pri stole	macka, pes	chuda, vysportovana	vyborny	zelene	hnede	dlhe, kucerave	zakladne	cervena, cierna, ruzova	nefajcim	abstinent	rak	niekoho na chatovanie	v laske vidim zmysel zivota	null	hlavne spolocensky typ, moj najlepsi priatel	null	v buducnosti chcem mat	velmi dobry	rodinne, horory	doma z gauca, u priatela, priatelky	hip-hop, rock, metal, folklor a ludovky	na koncerte, na posteli	pozerat dobry film v tv	slovenskej	null	raz za mesiac	kolieskove korcule, volejbal	futbal, hokej	zakladna skola	odbornu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
181891	0	67	0	banskobystricky kraj, banska bystrica	2012-05-23 15:44:00.0	2007-06-13 00:00:00.0	22	162 cm, 51 kg	sportu	anglicky, nemecky, francuzsky, zacinam so spanielcinou	sportovanie, fotografovanie, cestovanie, turistika, citanie, pocuvanie hudby, pozeranie filmov, diskoteky, party, priatelia	v dobrej restauracii, v prirode, pri telke	pes	normalna	nosim kontaktne sosovky	hnede	hnede	dlhe	stredoskolske, ide sa na vysku	modra, zelena, cierna	nefajcim	pijem prilezitostne	blizenci	dobreho priatela, priatelku, niekoho na chatovanie, nikdy nevies...	v laske som sa sklamal(a), preto som velmi opatrny(a), aj ked nie je nic krajsie ako pocit zalubenosti,to je fakt :-)	to skutocne zalezi len na okolnostiach	moj najlepsi priatel	slobodny(a)	null	v buducnosti chcem mat deti	akcne, dramy, komedie, romanticke, serialy, zahadne, mysteriozne, fantasy, historicke, rodinne, kasove trhaky	vsade	disko, hitparadovky, rock, house, techno, pop, oldies, soundtracky, punk, sladaky	kedykolvek a kdekolvek	ist do kina alebo divadla, ist na koncert, ist do posilnovne, s kamaratmi do baru, pocuvat dobru hudbu, citat dobru knihu, surfovat na sieti a chatovat	slovenskej, francuzskej, talianskej, cinskej, vegetarianskej	null	null	behanie, korculovanie, lyzovanie, posilnovanie, tenis, , snowboarding...zboznujem sport	korculovanie, lyzovanie, tenis, skoky na lyziach	instruktor lyzovania	historicke romany, cudzojazycnu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
